FIPS10, County Name , City or Township Name ," Total Population, 2018 "," Population in Households, 2018 "," Population in Group Quarters, 2018 "," Households, 2018 "," Persons per Household, 2018 "
2702143990,Cass,Moose Lake township, 119 , 119 , -   , 57 ,2.09
2702144422,Cass,Motley city (part), 17 , 17 , -   , 5 ,3.40
2702149250,Cass,Otter Tail Peninsula township, 63 , 63 , -   , 33 ,1.91
2702150848,Cass,Pike Bay township," 1,629 "," 1,625 ", 4 , 528 ,3.08
2702150902,Cass,Pillager city, 489 , 489 , -   , 203 ,2.41
2702151172,Cass,Pine Lake township, 216 , 216 , -   , 105 ,2.06
2702151280,Cass,Pine River city, 944 , 860 , 84 , 425 ,2.02
2702151298,Cass,Pine River township," 1,157 "," 1,157 ", -   , 482 ,2.40
2702151928,Cass,Ponto Lake township, 499 , 499 , -   , 256 ,1.95
2702151964,Cass,Poplar township, 184 , 184 , -   , 65 ,2.83
2702152252,Cass,Powers township, 725 , 725 , -   , 347 ,2.09
2702153782,Cass,Remer city, 404 , 404 , -   , 193 ,2.09
2702153800,Cass,Remer township, 192 , 184 , 8 , 78 ,2.36
2702155168,Cass,Rogers township, 73 , 73 , -   , 38 ,1.92
2702158216,Cass,Salem township, 103 , 103 , -   , 41 ,2.51
2702159872,Cass,Shingobee township," 1,512 "," 1,503 ", 9 , 659 ,2.28
2702160790,Cass,Slater township, 219 , 206 , 13 , 104 ,1.98
2702160970,Cass,Smoky Hollow township, 77 , 77 , -   , 34 ,2.26
2702163958,Cass,Sylvan township," 2,875 "," 2,875 ", -   ," 1,127 ",2.55
2702164876,Cass,Thunder Lake township, 288 , 288 , -   , 160 ,1.80
2702165254,Cass,Torrey township, 169 , 169 , -   , 85 ,1.99
2702165434,Cass,Trelipe township, 147 , 147 , -   , 77 ,1.91
2702165776,Cass,Turtle Lake township, 692 , 692 , -   , 269 ,2.57
2702167414,Cass,Wabedo township, 353 , 353 , -   , 178 ,1.98
2702167684,Cass,Walden township, 514 , 514 , -   , 206 ,2.50
2702167792,Cass,Walker city, 926 , 864 , 62 , 462 ,1.87
2702170348,Cass,Wilkinson township, 410 , 410 , -   , 155 ,2.65
2702170654,Cass,Wilson township, 667 , 663 , 4 , 253 ,2.62
2702171608,Cass,Woodrow township, 589 , 580 , 9 , 295 ,1.97
2702199911,Cass,Cass Co. Unorganized, 555 , 555 , -   , 214 ,2.59
2702305608,Chippewa,Big Bend township, 239 , 239 , -   , 97 ,2.46
2702311548,Chippewa,Clara City city," 1,318 "," 1,249 ", 69 , 576 ,2.17
2702313672,Chippewa,Crate township, 186 , 186 , -   , 79 ,2.35
2702324722,Chippewa,Grace township, 99 , 99 , -   , 41 ,2.41
2702325262,Chippewa,Granite Falls township, 238 , 238 , -   , 96 ,2.48
2702325280,Chippewa,Granite Falls city (part), 812 , 812 , -   , 407 ,2.00
2702327656,Chippewa,Havelock township, 162 , 162 , -   , 64 ,2.53
2702333668,Chippewa,Kragero township, 107 , 107 , -   , 49 ,2.18
2702336278,Chippewa,Leenthrop township, 240 , 240 , -   , 97 ,2.47
2702337952,Chippewa,Lone Tree township, 175 , 175 , -   , 66 ,2.65
2702338312,Chippewa,Louriston township, 149 , 149 , -   , 59 ,2.53
2702339752,Chippewa,Mandt township, 147 , 147 , -   , 64 ,2.30
2702341210,Chippewa,Maynard city, 349 , 349 , -   , 153 ,2.28
2702342146,Chippewa,Milan city, 349 , 349 , -   , 143 ,2.44
2702343720,Chippewa,Montevideo city," 5,287 "," 5,119 ", 168 ," 2,325 ",2.20
2702353296,Chippewa,Raymond city (part), -   , -   , -   , -   ,0.00
2702353962,Chippewa,Rheiderland township, 234 , 234 , -   , 88 ,2.66
2702355870,Chippewa,Rosewood township, 360 , 360 , -   , 133 ,2.71
2702361582,Chippewa,Sparta township, 693 , 693 , -   , 281 ,2.47
2702362950,Chippewa,Stoneham township, 234 , 230 , 4 , 86 ,2.67
2702365704,Chippewa,Tunsberg township, 198 , 198 , -   , 76 ,2.61
2702368656,Chippewa,Watson city, 192 , 192 , -   , 87 ,2.21
2702371626,Chippewa,Woods township, 197 , 191 , 6 , 73 ,2.62
2702501306,Chisago,Amador township, 909 , 905 , 4 , 320 ,2.83
2702510576,Chisago,Center City city, 622 , 571 , 51 , 243 ,2.35
2702511350,Chisago,Chisago City city," 5,414 "," 5,273 ", 141 ," 2,277 ",2.32
2702511368,Chisago,Chisago Lake township," 4,707 "," 4,678 ", 29 ," 1,675 ",2.79
2702521194,Chisago,Fish Lake township," 2,056 "," 2,044 ", 12 , 781 ,2.62
2702522310,Chisago,Franconia township," 1,874 "," 1,654 ", 220 , 600 ,2.76
2702527278,Chisago,Harris city," 1,158 "," 1,152 ", 6 , 439 ,2.62
2702536440,Chisago,Lent township," 3,108 "," 3,108 ", -   ," 1,092 ",2.85
2702537304,Chisago,Lindstrom city," 4,665 "," 4,665 ", -   ," 1,887 ",2.47
2702545250,Chisago,Nessel township," 1,990 "," 1,972 ", 18 , 758 ,2.60
2702546798,Chisago,North Branch city," 10,726 "," 10,590 ", 136 ," 3,844 ",2.75
2702556266,Chisago,Rush City city," 3,094 "," 2,041 "," 1,053 ", 854 ,2.39
2702556392,Chisago,Rushseba township, 810 , 810 , -   , 307 ,2.64
2702559314,Chisago,Shafer city," 1,087 "," 1,087 ", -   , 397 ,2.74
2702559332,Chisago,Shafer township," 1,082 "," 1,074 ", 8 , 394 ,2.73
2702562320,Chisago,Stacy city," 1,524 "," 1,524 ", -   , 581 ,2.62
2702563616,Chisago,Sunrise township," 2,068 "," 2,061 ", 7 , 728 ,2.83
2702564318,Chisago,Taylors Falls city," 1,024 "," 1,020 ", 4 , 443 ,2.30
2702572022,Chisago,Wyoming city," 8,037 "," 8,019 ", 18 ," 2,847 ",2.82
2702701054,Clay,Alliance township, 236 , 236 , -   , 90 ,2.62
2702703574,Clay,Barnesville city," 2,666 "," 2,634 ", 32 ," 1,058 ",2.49
2702703592,Clay,Barnesville township, 156 , 156 , -   , 65 ,2.40
2702712862,Clay,Comstock city, 92 , 92 , -   , 39 ,2.36
2702713798,Clay,Cromwell township, 368 , 368 , -   , 133 ,2.77
2702715976,Clay,Dilworth city," 4,514 "," 4,510 ", 4 ," 1,806 ",2.50
2702718314,Clay,Eglon township, 592 , 592 , -   , 221 ,2.68
2702718710,Clay,Elkton township, 318 , 318 , -   , 123 ,2.59
2702719052,Clay,Elmwood township, 407 , 407 , -   , 147 ,2.77
2702720834,Clay,Felton city, 173 , 173 , -   , 77 ,2.25
2702720852,Clay,Felton township, 81 , 81 , -   , 34 ,2.38
2702721482,Clay,Flowing township, 70 , 70 , -   , 28 ,2.50
2702723498,Clay,Georgetown city, 82 , 82 , -   , 34 ,2.41
2702723516,Clay,Georgetown township, 149 , 149 , -   , 56 ,2.66
2702724182,Clay,Glyndon city," 1,404 "," 1,404 ", -   , 470 ,2.99
2702724200,Clay,Glyndon township, 272 , 272 , -   , 104 ,2.62
2702724542,Clay,Goose Prairie township, 169 , 169 , -   , 65 ,2.60
2702726504,Clay,Hagen township, 147 , 147 , -   , 57 ,2.58
2702727746,Clay,Hawley city," 2,236 "," 2,232 ", 4 , 939 ,2.38
2702727764,Clay,Hawley township, 503 , 503 , -   , 174 ,2.89
2702728988,Clay,Highland Grove township, 306 , 306 , -   , 123 ,2.49
2702729402,Clay,Hitterdal city, 199 , 199 , -   , 89 ,2.24
2702729906,Clay,Holy Cross township, 131 , 131 , -   , 50 ,2.62
2702730428,Clay,Humboldt township, 283 , 283 , -   , 103 ,2.75
2702732552,Clay,Keene township, 149 , 142 , 7 , 47 ,3.02
2702733704,Clay,Kragnes township, 282 , 282 , -   , 111 ,2.54
2702733812,Clay,Kurtz township, 279 , 279 , -   , 99 ,2.82
2702743576,Clay,Moland township, 303 , 303 , -   , 112 ,2.71
2702743864,Clay,Moorhead city," 43,522 "," 40,718 "," 2,804 "," 17,043 ",2.39
2702743882,Clay,Moorhead township, 158 , 158 , -   , 64 ,2.47
2702744170,Clay,Morken township, 155 , 155 , -   , 64 ,2.42
2702747932,Clay,Oakport township, 461 , 461 , -   , 167 ,2.76
2702749678,Clay,Parke township, 500 , 500 , -   , 210 ,2.38
2702754718,Clay,Riverton township, 439 , 439 , -   , 168 ,2.61
2702756554,Clay,Sabin city, 554 , 554 , -   , 192 ,2.89
2702760718,Clay,Skree township, 159 , 159 , -   , 62 ,2.56
2702762032,Clay,Spring Prairie township, 358 , 358 , -   , 111 ,3.23
2702764192,Clay,Tansem township, 259 , 259 , -   , 94 ,2.76
2702766136,Clay,Ulen city, 554 , 513 , 41 , 241 ,2.13
2702766154,Clay,Ulen township, 168 , 168 , -   , 60 ,2.80
2702767054,Clay,Viding township, 109 , 109 , -   , 39 ,2.79
2702903196,Clearwater,Bagley city," 1,421 "," 1,346 ", 75 , 638 ,2.11
2702904186,Clearwater,Bear Creek township, 111 , 111 , -   , 53 ,2.09
2702911746,Clearwater,Clearbrook city, 520 , 483 , 37 , 254 ,1.90
2702912214,Clearwater,Clover township, 121 , 121 , -   , 50 ,2.42
2702913150,Clearwater,Copley township, 862 , 862 , -   , 313 ,2.75
2702916462,Clearwater,Dudley township, 391 , 391 , -   , 159 ,2.46
2702918008,Clearwater,Eddy township, 339 , 339 , -   , 129 ,2.63
2702920438,Clearwater,Falk township, 291 , 291 , -   , 104 ,2.80
2702924344,Clearwater,Gonvick city, 287 , 287 , -   , 132 ,2.17
2702925910,Clearwater,Greenwood township, 85 , 85 , -   , 34 ,2.50
2702926954,Clearwater,Hangaard township, 5 , 5 , -   , 3 ,1.67
2702929834,Clearwater,Holst township, 383 , 383 , -   , 151 ,2.54
2702931508,Clearwater,Itasca township, 145 , 145 , -   , 69 ,2.10
2702935630,Clearwater,La Prairie township, 354 , 354 , -   , 119 ,2.97
2702936458,Clearwater,Leon township, 360 , 360 , -   , 140 ,2.57
2702936494,Clearwater,Leonard city, 40 , 40 , -   , 19 ,2.11
2702938042,Clearwater,Long Lost Lake township, 44 , 44 , -   , 20 ,2.20
2702942452,Clearwater,Minerva township, 270 , 270 , -   , 104 ,2.60
2702943918,Clearwater,Moose Creek township, 244 , 244 , -   , 103 ,2.37
2702946438,Clearwater,Nora township, 436 , 436 , -   , 172 ,2.53
2702951190,Clearwater,Pine Lake township, 435 , 435 , -   , 155 ,2.81
2702952018,Clearwater,Popple township, 542 , 542 , -   , 212 ,2.56
2702954016,Clearwater,Rice township, 159 , 159 , -   , 72 ,2.21
2702959782,Clearwater,Shevlin city, 169 , 169 , -   , 68 ,2.49
2702959800,Clearwater,Shevlin township, 458 , 458 , -   , 183 ,2.50
2702960502,Clearwater,Sinclair township, 155 , 155 , -   , 71 ,2.18
2702971068,Clearwater,Winsor township, 93 , 93 , -   , 46 ,2.02
2702999915,Clearwater,Clearwater Co. Unorganized, 95 , 95 , -   , 35 ,2.71
2703124992,Cook,Grand Marais city," 1,410 "," 1,369 ", 41 , 721 ,1.90
2703138550,Cook,Lutsen township, 436 , 436 , -   , 226 ,1.93
2703158999,Cook,Schroeder township, 217 , 217 , -   , 107 ,2.03
2703165065,Cook,Tofte township, 271 , 271 , -   , 152 ,1.78
2703199916,Cook,Cook Co. Unorganized," 3,056 "," 3,048 ", 8 ," 1,461 ",2.09
2703301342,Cottonwood,Amboy township, 150 , 150 , -   , 66 ,2.27
2703301441,Cottonwood,Amo township, 127 , 127 , -   , 49 ,2.59
2703301666,Cottonwood,Ann township, 151 , 151 , -   , 64 ,2.36
2703305896,Cottonwood,Bingham Lake city, 128 , 128 , -   , 57 ,2.25
2703310108,Cottonwood,Carson township, 255 , 255 , -   , 104 ,2.45
2703312772,Cottonwood,Comfrey city (part), 14 , 14 , -   , 8 ,1.75
2703314608,Cottonwood,Dale township, 131 , 131 , -   , 57 ,2.30
2703315652,Cottonwood,Delton township, 119 , 119 , -   , 46 ,2.59
2703323570,Cottonwood,Germantown township, 192 , 192 , -   , 73 ,2.63
2703325514,Cottonwood,Great Bend township, 274 , 274 , -   , 114 ,2.40
2703329060,Cottonwood,Highwater township, 152 , 152 , -   , 61 ,2.49
2703331796,Cottonwood,Jeffers city, 349 , 349 , -   , 161 ,2.17
2703335000,Cottonwood,Lakeside township, 231 , 231 , -   , 93 ,2.48
2703342002,Cottonwood,Midway township, 196 , 196 , -   , 79 ,2.48
2703344566,Cottonwood,Mountain Lake city," 2,108 "," 2,056 ", 52 , 854 ,2.41
2703344584,Cottonwood,Mountain Lake township, 371 , 371 , -   , 98 ,3.79
2703355672,Cottonwood,Rose Hill township, 167 , 167 , -   , 65 ,2.57
2703359224,Cottonwood,Selma township, 176 , 176 , -   , 76 ,2.32
2703361294,Cottonwood,Southbrook township, 81 , 81 , -   , 32 ,2.53
2703361834,Cottonwood,Springfield township, 118 , 118 , -   , 56 ,2.11
2703363022,Cottonwood,Storden city, 203 , 203 , -   , 100 ,2.03
2703363040,Cottonwood,Storden township, 154 , 154 , -   , 73 ,2.11
2703369250,Cottonwood,Westbrook city, 710 , 674 , 36 , 340 ,1.98
2703369268,Cottonwood,Westbrook township, 197 , 197 , -   , 85 ,2.32
2703370798,Cottonwood,Windom city," 4,539 "," 4,379 ", 160 ," 1,995 ",2.19
2703504042,Crow Wing,Baxter city," 8,478 "," 8,432 ", 46 ," 3,350 ",2.52
2703504096,Crow Wing,Bay Lake township, 941 , 941 , -   , 454 ,2.07
2703507300,Crow Wing,Brainerd city," 13,732 "," 13,116 ", 616 ," 5,950 ",2.20
2703507516,Crow Wing,Breezy Point city," 2,485 "," 2,485 ", -   , 961 ,2.59
2703510567,Crow Wing,Center township, 931 , 927 , 4 , 378 ,2.45
2703513924,Crow Wing,Crosby city," 2,360 "," 2,246 ", 114 ," 1,064 ",2.11
2703513978,Crow Wing,Crosslake city," 2,275 "," 2,270 ", 5 ," 1,102 ",2.06
2703514122,Crow Wing,Crow Wing township," 2,092 "," 2,092 ", -   , 739 ,2.83
2703514428,Crow Wing,Cuyuna city, 341 , 341 , -   , 129 ,2.64
2703514464,Crow Wing,Daggett Brook township, 574 , 574 , -   , 222 ,2.59
2703515346,Crow Wing,Deerwood city, 535 , 535 , -   , 229 ,2.34
2703515364,Crow Wing,Deerwood township," 1,328 "," 1,328 ", -   , 574 ,2.31
2703519286,Crow Wing,Emily city, 857 , 857 , -   , 394 ,2.18
2703520240,Crow Wing,Fairfield township, 346 , 346 , -   , 157 ,2.20
2703521032,Crow Wing,Fifty Lakes city, 405 , 405 , -   , 183 ,2.21
2703521932,Crow Wing,Fort Ripley city, 69 , 69 , -   , 33 ,2.09
2703521950,Crow Wing,Fort Ripley township, 944 , 944 , -   , 367 ,2.57
2703523012,Crow Wing,Gail Lake township, 94 , 94 , -   , 42 ,2.24
2703523192,Crow Wing,Garrison city, 215 , 215 , -   , 111 ,1.94
2703523210,Crow Wing,Garrison township, 753 , 749 , 4 , 353 ,2.12
2703530734,Crow Wing,Ideal township," 1,096 "," 1,091 ", 5 , 509 ,2.14
2703531202,Crow Wing,Irondale township," 1,143 "," 1,143 ", -   , 469 ,2.44
2703531274,Crow Wing,Ironton city, 572 , 572 , -   , 263 ,2.17
2703531832,Crow Wing,Jenkins city, 457 , 457 , -   , 180 ,2.54
2703531850,Crow Wing,Jenkins township, 387 , 387 , -   , 185 ,2.09
2703534207,Crow Wing,Lake Edward township," 2,139 "," 2,139 ", -   , 902 ,2.37
2703537646,Crow Wing,Little Pine township, 82 , 82 , -   , 37 ,2.22
2703537988,Crow Wing,Long Lake township," 1,072 "," 1,067 ", 5 , 451 ,2.37
2703539806,Crow Wing,Manhattan Beach city, 61 , 61 , -   , 27 ,2.26
2703540148,Crow Wing,Maple Grove township, 820 , 820 , -   , 319 ,2.57
2703543468,Crow Wing,Mission township, 842 , 842 , -   , 369 ,2.28
2703546348,Crow Wing,Nisswa city," 2,069 "," 2,069 ", -   , 932 ,2.22
2703546384,Crow Wing,Nokay Lake township, 861 , 861 , -   , 350 ,2.46
2703547824,Crow Wing,Oak Lawn township," 1,812 "," 1,812 ", -   , 695 ,2.61
2703550092,Crow Wing,Pelican township, 459 , 459 , -   , 195 ,2.35
2703550416,Crow Wing,Pequot Lakes city," 2,346 "," 2,343 ", 3 ," 1,043 ",2.25
2703550542,Crow Wing,Perry Lake township, 340 , 340 , -   , 135 ,2.52
2703551496,Crow Wing,Platte Lake township, 434 , 434 , -   , 163 ,2.66
2703552855,Crow Wing,Rabbit Lake township, 338 , 338 , -   , 142 ,2.38
2703554736,Crow Wing,Riverton city, 111 , 111 , -   , 46 ,2.41
2703555420,Crow Wing,Roosevelt township, 601 , 601 , -   , 274 ,2.19
2703555978,Crow Wing,Ross Lake township, 177 , 177 , -   , 87 ,2.03
2703557328,Crow Wing,St. Mathias township, 629 , 629 , -   , 236 ,2.67
2703564930,Crow Wing,Timothy township, 171 , 171 , -   , 65 ,2.63
2703565506,Crow Wing,Trommald city, 104 , 104 , -   , 49 ,2.12
2703571374,Crow Wing,Wolford township, 396 , 396 , -   , 161 ,2.46
2703599918,Crow Wing,Crow Wing Co. Unorganized," 5,701 "," 5,701 ", -   ," 2,237 ",2.55
2703701900,Dakota,Apple Valley city," 53,429 "," 53,117 ", 312 ," 20,361 ",2.61
2703708794,Dakota,Burnsville city," 62,657 "," 62,244 ", 413 ," 25,339 ",2.46
2703710306,Dakota,Castle Rock township," 1,394 "," 1,384 ", 10 , 502 ,2.76
2703712376,Dakota,Coates city, 168 , 168 , -   , 67 ,2.51
2703716228,Dakota,Douglas township, 768 , 768 , -   , 269 ,2.86
2703717288,Dakota,Eagan city," 68,347 "," 68,100 ", 247 ," 27,135 ",2.51
2703719376,Dakota,Empire township," 3,143 "," 3,139 ", 4 ," 1,013 ",3.10
2703719871,Dakota,Eureka township," 1,467 "," 1,467 ", -   , 527 ,2.78
2703720618,Dakota,Farmington city," 22,880 "," 22,679 ", 201 ," 7,925 ",2.86
2703725802,Dakota,Greenvale township, 806 , 806 , -   , 284 ,2.84
2703726864,Dakota,Hampton city, 706 , 706 , -   , 255 ,2.77
2703726882,Dakota,Hampton township, 907 , 907 , -   , 329 ,2.76
2703727530,Dakota,Hastings city (part)," 23,136 "," 22,464 ", 672 ," 9,104 ",2.47
2703731076,Dakota,Inver Grove Heights city," 35,381 "," 35,222 ", 159 ," 14,215 ",2.48
2703735180,Dakota,Lakeville city," 64,334 "," 64,271 ", 63 ," 21,788 ",2.95
2703737016,Dakota,Lilydale city, 947 , 947 , -   , 592 ,1.60
2703740724,Dakota,Marshan township," 1,142 "," 1,136 ", 6 , 423 ,2.69
2703741678,Dakota,Mendota city, 206 , 206 , -   , 80 ,2.58
2703741696,Dakota,Mendota Heights city," 11,392 "," 11,297 ", 95 ," 4,593 ",2.46
2703742092,Dakota,Miesville city, 137 , 137 , -   , 57 ,2.40
2703746024,Dakota,New Trier city, 114 , 114 , -   , 41 ,2.78
2703746330,Dakota,Nininger township, 911 , 911 , -   , 377 ,2.42
2703746924,Dakota,Northfield city (part)," 1,151 "," 1,116 ", 35 , 432 ,2.58
2703753098,Dakota,Randolph city, 470 , 470 , -   , 176 ,2.67
2703753116,Dakota,Randolph township, 730 , 730 , -   , 278 ,2.63
2703753260,Dakota,Ravenna township," 2,392 "," 2,392 ", -   , 816 ,2.93
2703755726,Dakota,Rosemount city," 24,342 "," 24,293 ", 49 ," 8,609 ",2.82
2703759008,Dakota,Sciota township, 452 , 448 , 4 , 150 ,2.99
2703761492,Dakota,South St. Paul city," 20,878 "," 20,769 ", 109 ," 8,408 ",2.47
2703763544,Dakota,Sunfish Lake city, 516 , 516 , -   , 182 ,2.84
2703766802,Dakota,Vermillion city, 439 , 436 , 3 , 160 ,2.73
2703766820,Dakota,Vermillion township," 1,252 "," 1,246 ", 6 , 445 ,2.80
2703768530,Dakota,Waterford township, 511 , 511 , -   , 195 ,2.62
2703769700,Dakota,West St. Paul city," 21,053 "," 20,755 ", 298 ," 9,047 ",2.29
2703902512,Dodge,Ashland township, 301 , 301 , -   , 119 ,2.53
2703906580,Dodge,Blooming Prairie city (part), -   , -   , -   , -   ,0.00
2703909154,Dodge,Byron city (part), -   , -   , -   , -   ,0.00
2703909640,Dodge,Canisteo township, 642 , 642 , -   , 237 ,2.71
2703911566,Dodge,Claremont city, 535 , 535 , -   , 219 ,2.44
2703911584,Dodge,Claremont township, 449 , 449 , -   , 166 ,2.70
2703912934,Dodge,Concord township, 576 , 576 , -   , 224 ,2.57
2703915994,Dodge,Dodge Center city," 2,764 "," 2,708 ", 56 ," 1,044 ",2.59
2703918764,Dodge,Ellington township, 258 , 258 , -   , 101 ,2.55
2703927872,Dodge,Hayfield city," 1,342 "," 1,298 ", 44 , 557 ,2.33
2703927890,Dodge,Hayfield township, 483 , 479 , 4 , 167 ,2.87
2703932498,Dodge,Kasson city," 6,504 "," 6,477 ", 27 ," 2,463 ",2.63
2703939986,Dodge,Mantorville city," 1,222 "," 1,219 ", 3 , 445 ,2.74
2703940004,Dodge,Mantorville township," 1,983 "," 1,983 ", -   , 668 ,2.97
2703942380,Dodge,Milton township, 741 , 741 , -   , 271 ,2.73
2703954502,Dodge,Ripley township, 199 , 199 , -   , 76 ,2.62
2703966892,Dodge,Vernon township, 697 , 695 , 2 , 251 ,2.77
2703968404,Dodge,Wasioja township, 912 , 906 , 6 , 344 ,2.63
2703969304,Dodge,West Concord city, 776 , 769 , 7 , 322 ,2.39
2703969448,Dodge,Westfield township, 458 , 458 , -   , 168 ,2.73
2704100928,Douglas,Alexandria city," 13,951 "," 13,542 ", 409 ," 6,696 ",2.02
2704100946,Douglas,Alexandria township," 2,861 "," 2,835 ", 26 ," 1,043 ",2.72
2704104924,Douglas,Belle River township, 353 , 353 , -   , 146 ,2.42
2704107336,Douglas,Brandon city, 495 , 495 , -   , 212 ,2.33
2704107354,Douglas,Brandon township, 747 , 747 , -   , 312 ,2.39
2704109964,Douglas,Carlos city, 499 , 498 , 1 , 198 ,2.52
2704109982,Douglas,Carlos township," 2,114 "," 2,114 ", -   , 837 ,2.53
2704119898,Douglas,Evansville city, 603 , 576 , 27 , 270 ,2.13
2704119916,Douglas,Evansville township, 249 , 249 , -   , 91 ,2.74
2704121608,Douglas,Forada city, 163 , 163 , -   , 81 ,2.01
2704123120,Douglas,Garfield city, 361 , 361 , -   , 146 ,2.47
2704129798,Douglas,Holmes City township, 828 , 828 , -   , 325 ,2.55
2704130374,Douglas,Hudson township, 930 , 929 , 1 , 365 ,2.55
2704130716,Douglas,Ida township," 1,301 "," 1,297 ", 4 , 549 ,2.36
2704132768,Douglas,Kensington city, 287 , 287 , -   , 137 ,2.09
2704133992,Douglas,La Grand township," 4,231 "," 4,220 ", 11 ," 1,741 ",2.42
2704134730,Douglas,Lake Mary township," 1,128 "," 1,125 ", 3 , 433 ,2.60
2704136062,Douglas,Leaf Valley township, 467 , 467 , -   , 204 ,2.29
2704138510,Douglas,Lund township, 324 , 324 , -   , 133 ,2.44
2704142254,Douglas,Millerville city, 107 , 107 , -   , 46 ,2.33
2704142272,Douglas,Millerville township, 335 , 335 , -   , 139 ,2.41
2704142398,Douglas,Miltona city, 433 , 433 , -   , 169 ,2.56
2704142416,Douglas,Miltona township, 817 , 817 , -   , 372 ,2.20
2704143558,Douglas,Moe township, 807 , 807 , -   , 323 ,2.50
2704145106,Douglas,Nelson city, 183 , 183 , -   , 83 ,2.20
2704148472,Douglas,Orange township, 311 , 311 , -   , 129 ,2.41
2704148796,Douglas,Osakis city (part)," 1,630 "," 1,565 ", 65 , 707 ,2.21
2704148814,Douglas,Osakis township, 603 , 603 , -   , 239 ,2.52
2704161078,Douglas,Solem township, 227 , 227 , -   , 91 ,2.49
2704162248,Douglas,Spruce Hill township, 445 , 445 , -   , 165 ,2.70
2704166406,Douglas,Urness township, 251 , 251 , -   , 113 ,2.22
2704303520,Faribault,Barber township, 227 , 227 , -   , 92 ,2.47
2704306688,Faribault,Blue Earth city," 3,204 "," 3,036 ", 168 ," 1,457 ",2.08
2704306706,Faribault,Blue Earth City township, 357 , 357 , -   , 154 ,2.32
2704307678,Faribault,Bricelyn city, 346 , 346 , -   , 164 ,2.11
2704308380,Faribault,Brush Creek township, 211 , 211 , -   , 77 ,2.74
2704311638,Faribault,Clark township, 254 , 254 , -   , 105 ,2.42
2704315472,Faribault,Delavan city, 165 , 165 , -   , 82 ,2.01
2704315490,Faribault,Delavan township, 232 , 232 , -   , 97 ,2.39
2704317108,Faribault,Dunbar township, 260 , 260 , -   , 107 ,2.43
2704317738,Faribault,Easton city, 189 , 189 , -   , 87 ,2.17
2704318998,Faribault,Elmore city, 584 , 584 , -   , 273 ,2.14
2704319016,Faribault,Elmore township, 163 , 163 , -   , 77 ,2.12
